CODFILIAL,SEGMENTO,FATURAMENTO,MARGEM,CLIENTE,Mes
05,FLV NACIONAIS,2591.3,33.7991490757535%,AMA LOJA 07,Mar
02,FLV NACIONAIS,2590.99,17.0301799698185%,DALL FRUTAS,Mar
05,FLV NACIONAIS,2589.75,32.8889823342022%,NATAL COMERCIO,Mar
04,FLV NACIONAIS,2589.2,16.9867970801792%,JUSCELINO,Jan
09,FLV NACIONAIS,2588.57,37.138595440726%,R FERNANDES,Mar
15,FLV NACIONAIS,2587.3,23.1981552197271%,FELIX E MULLER,Fev
09,FLV NACIONAIS,2586.75,22.6029608582198%,MERCADO SILVA,Fev
09,FLV NACIONAIS,2583.34,23.7847987489065%,SUPERMERCADO FILIPPI,Abr
05,FLV NACIONAIS,2581.34,33.662152215516%,MERCADO LEO,Abr
04,SEGMENTO ORGANICOS,2581,36.8299852770244%,ORGANICOS DA MANTIQU,Abr
04,FLV NACIONAIS,2580,35.8335624031008%,CERVEJARIA INSANA,Jan
04,FLV NACIONAIS,2577.95,31.2149130122772%,MERCADO PELUSSO,Mar
05,FLV NACIONAIS,2576.49,22.4097733738536%,COOPER ALFA SEDE FIG,Jan
05,FLV NACIONAIS,2575.7,26.8648340257017%,NILTON HUGO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,2575.66,52.2576380422882%,MV SUPERMERCADO,Fev
11,FLV NACIONAIS,2575.44,29.727529664834%,COOPERALFA,Fev
24,FLV NACIONAIS,2575,19.5137153398058%,LDS COMERCIO DE ALIM,Abr
05,FLV NACIONAIS,2572.85,29.9184418057796%,SUPERMERCADO PASSA,Abr
05,FLV NACIONAIS,2571.45,34.7015458204515%,COMERCIAL ZENI,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2568.27,50.2702285974605%,SIMPRAO SUPERMERCADO,Mar
12,FLV IMPORTADOS,2568,27.2613050038941%,L E G ALIMENTOS,Jan
11,FLV NACIONAIS,2565,16.9479867446394%,PELLIZZARO COMERCIO,Abr
04,FLV NACIONAIS,2563.35,27.4107878362299%,MERCADO CORREA,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2561.57,45.8937725691666%,SUPERALVO,Jan
11,FLV NACIONAIS,2560,11.9608893229167%,CARREFOUR,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2559.66,51.2074228608487%,SUPER MENUDO,Fev
05,FLV NACIONAIS,2558.9,29.4555973269764%,SABOREAR RESTAURANTE,Fev
05,FLV NACIONAIS,2557.75,32.0451408464471%,MERCADO EFAPI,Jan
11,FLV NACIONAIS,2556.66,29.1778476606197%,MARCELAO,Fev
05,FLV NACIONAIS,2556.1,32.9996259927233%,DESBRAVADOR SUPERMER,Jan
12,FLV IMPORTADOS,2555,11.4177048923679%,MERCADO ALIANCA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2553.7,52.2202286877864%,SUPERMERCADO GREPAR,Fev
05,FLV NACIONAIS,2551.1,28.3199870644036%,THALHEMEIR ALIMENTOS,Abr
12,FLV IMPORTADOS,2550,21.5907964705882%,SACOLAO PERDIZES,Jan
12,FLV IMPORTADOS,2550,21.5907964705882%,SACOLAO LAPA,Jan
12,FLV IMPORTADOS,2550,21.5907964705882%,SACOLAO HIGIENOPOLIS,Jan
12,FLV IMPORTADOS,2550,21.5907964705882%,FRUTA DO VALE,Jan
12,FLV IMPORTADOS,2550,29.5800537254902%,CONSUL CAMPINAS,Abr
12,FLV IMPORTADOS,2550,7.52941176470588%,BOA HORTIFRUTI DISTR,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2550,55.8839619607843%,SUPERMERCADO NILO,Fev
11,FLV NACIONAIS,2546,15.5276009426552%,LUIZ CESAR IANK LTDA,Jan
21,FLV NACIONAIS,2545.7,29.5405008445614%,COSTELAO RESTAURANTE,Jan
02,FLV NACIONAIS,2544.5,15.2796266457064%,GALERA DA BATATA,Abr
05,FLV NACIONAIS,2544.16,31.7210478114584%,EMPORIO REQUINTE,Mar
11,SEGMENTO ORGANICOS,2544,16.4328396226415%,CIRCUITO ATACADO,Mar
04,FLV NACIONAIS,2543.2,35.446676234665%,RESTAURANTE MIOLA,Mar
05,FLV NACIONAIS,2541.5,29.1531788313988%,IMPERATRIZ COMERCIO,Fev
05,FLV NACIONAIS,2539.7,31.7432677087845%,IRACEMA ARIETE PERON,Mar
15,FLV NACIONAIS,2537.52,18.5116739966582%,CHEGAMAIS LOANDA,Jan
05,FLV NACIONAIS,2536.9,27.9676356971106%,COOPER ALFA SEDE FIG,Fev
09,FLV NACIONAIS,2535.22,27.5533409329368%,SUPERMERCADO BOA VIS,Fev
10,FLV NACIONAIS,2534,100%,OVOS PUPO,Jan
05,FLV NACIONAIS,2532.58,27.538164638432%,D'ITALIA RESTAURANTE,Fev
04,FLV NACIONAIS,2531.55,27.627476052221%,TOMAZINI,Abr
05,FLV NACIONAIS,2531.2,36.2379800094817%,MERCADO KALIFUR,Mar
02,FLV NACIONAIS,2525,1.48613663366337%,DISTRIBUIDORA DE FRU,Jan
09,FLV NACIONAIS,2523.7,23.0824741451044%,MERCADO SILVA,Jan
04,FLV NACIONAIS,2521.25,24.7588307387209%,QUADRI SUPERMERCADOS,Abr
13,FLV NACIONAIS,2520,48.252398015873%,M S AGROINDUSTRIA,Fev
05,FLV NACIONAIS,2519.5,36.4353185155785%,PADARIA DOCE PAO,Mar
05,FLV NACIONAIS,2517,30.8551827572507%,TONCELOS HAMBURGUERE,Fev
11,FLV NACIONAIS,2517,14.948667063965%,MACIEL BOENO,Mar
04,FLV NACIONAIS,2516.2,32.3062558620141%,MERCADO COMIN,Fev
05,FLV NACIONAIS,2516.1,-287.717561702635%,MERCADO ALPES,Abr
11,FLV NACIONAIS,2516,18.0066180445151%,MERCADO SAO JORGE,Jan
05,FLV NACIONAIS,2515.95,31.1792670760548%,SUPERMERCADO SACHET,Abr
11,FLV NACIONAIS,2515,18.2889407554672%,KUBASKI COMERCIO,Jan
12,FLV IMPORTADOS,2515,13.8151793240557%,BOA HORTIFRUTI DISTR,Fev
11,FLV NACIONAIS,2514,17.6170453460621%,NEIDE APARECIDA SANT,Jan
05,FLV NACIONAIS,2513.4,29.1570804487945%,SUPERMERCADO DA FAMI,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2512.35,53.804389515792%,TIO ROQUE ATACADO DE,Mar
04,SEGMENTO ORGANICOS,2511.65,44.4329321362451%,MAKXIMO SUPERMERCADO,Mar
05,FLV NACIONAIS,2510.01,28.4667869849124%,WILLIAN MARTELO,Mar
11,FLV NACIONAIS,2509.8,33.5476551916488%,OSOWSKI E OSOWSKI LT,Mar
02,FLV NACIONAIS,2508.5,13.8391433127367%,COMERCIAL VAREJAO,Fev
11,FLV NACIONAIS,2508,20.2068253588517%,BATEL GOURMET HORTIF,Mar
04,FLV NACIONAIS,2506.9,39.4026806015398%,RESTAURANTE MARTIKAI,Mar
04,SEGMENTO ORGANICOS,2506.9,40.2109864773226%,SUPERMERCADO REAL,Fev
05,FLV NACIONAIS,2506.51,29.2281730374106%,LAR DE IDOSOS MORADA,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2505.97,51.4907269440576%,SUPERMERCADO CARREIR,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2503.66,53.0068423827517%,LUCIETTO,Fev
21,FLV NACIONAIS,2502.2,16.5091579410119%,PANIFICADORA NUTRI,Jan
04,FLV NACIONAIS,2501.48,29.6826238866591%,VERONA SUPERMERCADOS,Abr
12,FLV IMPORTADOS,2500,-2.05181800000001%,PAULINHO PIRACICABA,Jan
15,FLV NACIONAIS,2500,20.6869672%,NATFLORA DISTRIBUIDO,Abr
04,FLV NACIONAIS,2499.95,28.6903518070361%,NEUZA MARIA,Jan
09,FLV NACIONAIS,2497.4,27.0214723312245%,SUPERMERCADO SAO PED,Mar
09,FLV NACIONAIS,2496.4,30.1771699246916%,FONGAL,Fev
11,FLV NACIONAIS,2495.5,17.2982292125827%,SUPERMERCADO HECEL,Mar
09,FLV NACIONAIS,2494.65,-65.9543743611328%,F R CRUZ,Abr
05,FLV NACIONAIS,2491.5,29.1650559903673%,MERCADO E PADARIA PR,Abr
09,FLV NACIONAIS,2490.92,34.775720038837%,MERCADO KRAUS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2490.67,56.6080460277757%,SUPERMERCADO MARCIO,Fev
11,FLV NACIONAIS,2490,15.5595417670683%,POLZIN,Fev
14,ALIMENTOS INDUSTRIALIZADOS,2489.74,50.1994830785544%,SUPERMERCADO BEIRA L,Jan
09,FLV NACIONAIS,2487.56,38.2583085433115%,IRINEU AVALOS 003276,Fev
04,FLV NACIONAIS,2485,35.4678173038229%,AMA LOJA 06,Mar
05,FLV NACIONAIS,2484.5,31.1427341517408%,SULZBACH MERCADO,Fev
09,FLV NACIONAIS,2482,37.0344319097502%,MARCIANO BELINI,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2480.53,48.5808290970075%,BCFOODS BRASIL,Fev
10,FLV NACIONAIS,2480,20.6822258064516%,RANCHO DISTRIBUIDORA,Abr
11,FLV NACIONAIS,2480,51.4414758064516%,SUPERMERCADO TRINGUL,Jan
04,FLV NACIONAIS,2477.2,30.5811177942839%,MERCADO SANTA LUCIA,Fev
11,FLV NACIONAIS,2477,20.6557278966492%,SUPER FAMILIA,Abr
11,FLV NACIONAIS,2476.2,23.2407022857604%,COOPER ALFA,Fev
11,FLV NACIONAIS,2475,20.4304965656566%,R S IATSKIU TRANSPOR,Abr
04,FLV NACIONAIS,2474.1,24.335359928863%,SUPERMERCADO ZANONI,Mar
09,FLV NACIONAIS,2473.87,27.9113635720551%,A PADOVAN E CIA,Jan
05,FLV NACIONAIS,2473.5,33.1465498281787%,BAGNARA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2472.02,44.138008187636%,SUPERMERCADO CARREIR,Jan
04,FLV NACIONAIS,2471.9,21.3215057243416%,MERCADO MONTEIRO,Abr
14,ALIMENTOS INDUSTRIALIZADOS,2471.5,51.0983734574145%,SCHULTZ,Jan
04,FLV NACIONAIS,2470.64,27.6035152834893%,MERCADO PONTO CERTO,Jan
11,FLV NACIONAIS,2470,22.6879125506073%,VERDURANET PRODUCAO,Abr
11,FLV NACIONAIS,2470,17.0962303643725%,SR COM DE FRUTAS E V,Mar
13,FLV NACIONAIS,2470,9.34716842105262%,HG TRANSPORTE,Jan
02,FLV NACIONAIS,2469.96,11.392591377998%,SUPERMERCADOS COROAD,Jan
05,FLV NACIONAIS,2465.7,32.9738853064039%,TROPICALI REFEICOES,Fev
14,ALIMENTOS INDUSTRIALIZADOS,2465.7,51.7256685728191%,COMERCIAL SILVEIRA,Abr
09,FLV NACIONAIS,2463.62,20.3281338031028%,SUPERMERCADO CALFI,Jan
09,FLV NACIONAIS,2460.4,-35.687119980491%,JHONATHAN,Mar
05,FLV NACIONAIS,2460.15,31.8166363839603%,DESBRAVADOR SUPERMER,Fev
04,FLV NACIONAIS,2459.39,28.1693846848202%,BATISTON SUPERMERCAD,Fev
05,FLV NACIONAIS,2459,32.7976030906873%,MERCADO GARIBOM,Mar
15,FLV NACIONAIS,2459,19.224603904026%,SUPERMERCADO FLOR DO,Mar
05,FLV NACIONAIS,2458.95,29.9007641472986%,MERCADO EFAPI,Mar
05,FLV NACIONAIS,2458.8,-294.926479583537%,WOLPAR COM DE GENERO,Abr
04,FLV NACIONAIS,2457.45,26.40361553643%,RENATO ROSSATO,Mar
02,FLV NACIONAIS,2455,15.7846%,ELIZEU LARA,Jan
21,FLV NACIONAIS,2454.8,26.4429073651621%,MERCADO MARTINS,Jan
09,FLV NACIONAIS,2454,26.4702522412388%,CELI LOURENCO E CIA,Fev
13,FLV NACIONAIS,2451.5,29.7357009993881%,BOUQUET GARNI BUFFET,Fev
09,FLV NACIONAIS,2451.4,28.5698494737701%,COMERCIAL PARANA,Jan
05,FLV NACIONAIS,2450.9,29.1683622342813%,MERCADO PANIS,Jan
05,FLV NACIONAIS,2450,17.0812946938775%,R PIECZKOWSKI,Abr
11,FLV NACIONAIS,2450,11.4052379591837%,NO PONTO,Jan
12,FLV IMPORTADOS,2450,23.6835391836735%,BANDEIRANTE SUPERMER,Fev
05,FLV NACIONAIS,2449.55,31.1362780918944%,VALENTE SUPERMERCADO,Jan
13,SEGMENTO ORGANICOS,2448.14,28.9446261243229%,VENDO VERDE COMERCIO,Mar
04,SEGMENTO ORGANICOS,2448,37.9696098856209%,ORGANICO DO CHICO,Jan
04,FLV NACIONAIS,2447.05,29.8660382910035%,MERCADO SANTA FE,Abr
05,FLV NACIONAIS,2446.8,24.2918914500572%,ACV COMERCIO,Fev
15,FLV NACIONAIS,2445,10.2892192229039%,SUPERMERCADO NAGAI,Mar
09,FLV NACIONAIS,2443.5,29.5634728872519%,D C BRESSAN COMERCIO,Fev
05,FLV NACIONAIS,2442.6,38.6602616064849%,DNA DA FRUTA,Abr
05,FLV NACIONAIS,2440.7,34.2803986561232%,MERCADO COMPRE CERTO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2436.51,48.7234351593057%,SUPER DE CASTRO,Mar
11,FLV NACIONAIS,2435,58.2220993839836%,MERCADO PASTORIL,Fev
04,FLV NACIONAIS,2434.1,29.5720344275091%,LANCHONETE TRIANGULO,Mar
11,FLV NACIONAIS,2434,13.3805965488907%,SUPERMERCADO BOZA,Fev
09,FLV NACIONAIS,2433.35,29.4641251772248%,MERCADO DO ALEMAO,Jan
05,FLV NACIONAIS,2432.75,26.6846186414552%,MERCADO RUBERT,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2432.61,51.9970422714698%,MERCADO PONTO CERTO,Mar
02,FLV NACIONAIS,2432.04,23.9427447739346%,JARBORAMA,Abr
05,FLV NACIONAIS,2431.1,35.8240759327054%,MERCADO SARACINI,Jan
15,FLV NACIONAIS,2430,27.3019600823045%,SUPERMERCADO SANTARE,Mar
05,FLV NACIONAIS,2429.11,28.4104688548481%,COOPER ALFA SEDE FIG,Mar
04,FLV NACIONAIS,2428.6,23.1338408959895%,FELIPE FAVRETTO,Jan
05,FLV NACIONAIS,2427.2,32.0228526697429%,FRUTIPASSO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2425.2,49.6743682995217%,MOURA COMERCIO,Mar
05,FLV NACIONAIS,2425.1,27.9865036493341%,PORTFOLL HORTIFRUTI,Mar
09,FLV NACIONAIS,2425.1,27.8896507360521%,SABORES DO SITIO,Fev
23,FLV NACIONAIS,2424,20.9707095709571%,DIOGO ALVES DE FARIA,Fev
04,FLV NACIONAIS,2421.55,30.5043364787017%,PAD E CONF DELICIA,Mar
02,FLV NACIONAIS,2420,26.7429830578512%,RIBEIRO E GEGOSKI,Mar
04,FLV NACIONAIS,2419.9,25.8533997272614%,BOM GOSTO,Mar
13,SEGMENTO ORGANICOS,2417.75,33.4391177747906%,CLIENTE PADRAO,Mar
04,FLV NACIONAIS,2417.57,32.2028123280815%,FRUTEIRA CHAPECO EIR,Fev
05,FLV NACIONAIS,2417.4,31.6881380822371%,BAR E MERCADO TATIAN,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2416.67,37.1830580923337%,SUPERMERCADO TRENTO,Fev
09,FLV NACIONAIS,2415.61,27.7905055037858%,SUPERMERCADO CALFI,Mar
12,FLV IMPORTADOS,2415,1.93075031055902%,PANAMAR FRUTAS,Fev
11,FLV NACIONAIS,2412.5,12.4415867357513%,FERNANDO LORENZATO,Jan
16,FLV NACIONAIS,2412.1,20.479496627185%,EDSR HORTIFRUTI,Abr
14,ALIMENTOS INDUSTRIALIZADOS,2411.05,48.3606524128492%,COMERCIAL WEIMAN DE,Jan
05,FLV NACIONAIS,2410,32.5389136929461%,PASSARELA CENTER LTD,Jan
12,FLV IMPORTADOS,2410,22.9606821576764%,HORTI PLUS CASTELO,Abr
09,FLV NACIONAIS,2409.4,27.5847260728812%,SUPERMERCADO CALFI,Fev
09,FLV NACIONAIS,2409.13,27.9570338669976%,SUPERMERCADO BOA VIS,Jan
04,FLV NACIONAIS,2408.63,32.3224027766822%,MERCADO 2000 TON,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2408.06,47.0001748295308%,SUPERM PALMEIRA,Jan
09,FLV NACIONAIS,2407.26,26.0864414313369%,PEIXE FRITO MATELAND,Fev
11,FLV NACIONAIS,2407,14.9100689655173%,RAIZES DO CAMPO HORT,Fev
09,FLV NACIONAIS,2405.27,25.5196331388992%,SUPERMERCADOS MARINI,Mar
13,FLV NACIONAIS,2405,15.6933841995842%,O LHO LHO HORTIFRUTI,Fev
05,FLV NACIONAIS,2403.82,32.5371267399389%,MERCADO JG TROMBETTA,Jan
04,FLV NACIONAIS,2402.91,29.8901377912614%,BOM GOSTO,Jan
05,FLV NACIONAIS,2401.01,33.0155134714141%,BOKAS CHAPECO,Mar
11,FLV NACIONAIS,2400,21.94846%,IMPERIOS HORTIFRUTI,Fev
12,FLV IMPORTADOS,2400,17.3793104166667%,TAURUS IMP COM DE FR,Mar
12,FLV IMPORTADOS,2400,30.6869208333333%,MERCADO ALIANCA,Mar
12,FLV IMPORTADOS,2400,7.567755%,D JAIR,Jan
21,FLV NACIONAIS,2400,23.132235%,JUBA SUPERMERCADOS,Jan
05,FLV NACIONAIS,2399.96,36.6669561159353%,D'ITALIA RESTAURANTE,Jan
05,FLV NACIONAIS,2399.85,34.8175256786883%,PEIXARIA E CASA COLO,Fev
05,FLV NACIONAIS,2399.1,41.8046663332083%,ADILSON FORTES MOURA,Mar
04,FLV NACIONAIS,2398.75,34.755030328296%,SUPERMERCADO DIMANAR,Abr
14,ALIMENTOS INDUSTRIALIZADOS,2397.6,45.9353641141141%,BLACK MEAT,Mar
04,FLV NACIONAIS,2397.1,25.3576997204956%,CHURRASCARIA SAO JOR,Fev
14,ALIMENTOS INDUSTRIALIZADOS,2396.25,48.8665264475743%,PARADA 280,Mar
05,FLV NACIONAIS,2396.1,30.1430136471767%,PINHEIRO ALIMENTOS,Abr
05,FLV NACIONAIS,2395.1,32.9878852657509%,MERCADO SUPER PRATIC,Jan
11,FLV NACIONAIS,2394.95,26.2836439174095%,HORTIFRUTI DA SERRA,Abr
09,FLV NACIONAIS,2394.19,28.7153304457875%,MERCEARIA JORDAO,Mar
09,FLV NACIONAIS,2393.5,-31.1421207436808%,OLIVEIRA,Jan
04,FLV NACIONAIS,2392.45,26.1311534201342%,HULSE E CRUZ LTDA EP,Abr
05,FLV NACIONAIS,2390.6,21.7987233330545%,SANTOS S A,Jan
09,FLV NACIONAIS,2390.6,28.6006508826236%,MERCADO SBARAINI,Fev
21,FLV NACIONAIS,2390.05,36.8978561117968%,SUPERMERCADO VENTURI,Fev
11,FLV NACIONAIS,2390,18.3701414225941%,AGRICOLA ALTO VALE,Abr
04,FLV NACIONAIS,2388.5,31.4971417207452%,63.055.829 DANIELA C,Fev
04,FLV NACIONAIS,2388.34,30.2511673379837%,F K SOLUCOES,Mar
14,ALIMENTOS INDUSTRIALIZADOS,2387.4,51.6573745497194%,CAMISC,Fev
02,FLV NACIONAIS,2385,16.1009056603774%,SUPERMERCADO AMOREZI,Abr
11,FLV NACIONAIS,2385,7.02275429769392%,GOLDEN FRUTAS,Jan
05,FLV NACIONAIS,2384.8,23.9608168399866%,VALMIR CESAR SCHROTE,Abr
11,FLV NACIONAIS,2384,34.3556883389262%,CEREJEIRA LOJA 06,Mar
05,FLV NACIONAIS,2382.1,28.1382305528735%,MERCADO AUGUSTA,Fev
15,FLV NACIONAIS,2382,23.433043279139%,MUFFATO ZONA NORTE,Abr
04,FLV NACIONAIS,2381.65,33.556405853085%,MERC ALVORADA,Abr
09,FLV NACIONAIS,2381.1,21.7050850447272%,DO PORTUGA COMERCIO,Jan
05,FLV NACIONAIS,2380.99,31.7064914174356%,RESTAURANTE MAGRAO,Jan
02,FLV NACIONAIS,2380,-56.3692886554622%,DEGAIR,Jan
09,FLV NACIONAIS,2380,-61.911562605042%,ADAO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,2378.82,55.7924159877586%,MAXIMO ALIMENTOS,Jan
05,FLV NACIONAIS,2378.56,29.0384627673887%,QUIERO CAFE CAFETERI,Mar
04,FLV NACIONAIS,2378.15,26.943614574354%,FRUTARIA PICINATO,Abr
14,ALIMENTOS INDUSTRIALIZADOS,2376,-133.985866582492%,MERCEARIA ECONOMICO,Abr
05,FLV NACIONAIS,2375.6,30.9447937363193%,HORTIFRUTI DEFANTE,Mar
05,FLV NACIONAIS,2375.45,28.4795718705929%,MERCADO CARVALHO,Jan
05,FLV NACIONAIS,2375.4,34.2079254020375%,BUGANCA COMERCIO E T,Mar
12,FLV IMPORTADOS,2375,15.3984270360111%,NL DISTRIBUIDORA,Fev
04,FLV NACIONAIS,2374,30.1140863521483%,REST LANC CALCADAO,Fev
15,FLV NACIONAIS,2371,12.2106727119359%,FELIX E MULLER,Mar
04,SEGMENTO ORGANICOS,2370,27.7914029535865%,IRMAOS MUFFATO,Jan
04,FLV NACIONAIS,2369.75,36.3446393079439%,SUPERMERCADO BAGGIO,Abr
02,FLV NACIONAIS,2367.6,-0.129935547704463%,A ANGELONI & CIA,Abr
24,FLV NACIONAIS,2366.08,28.1658688632675%,SUPERMERCADO AMERICA,Mar
13,SEGMENTO ORGANICOS,2365.5,29.053045022194%,LIA TOSS EMPORIUM,Jan
05,FLV NACIONAIS,2365.1,31.2630121347935%,MOSER FRUTAS E VERDU,Fev
05,FLV NACIONAIS,2362.89,35.097998637262%,SUPER PASSOS,Jan
09,FLV NACIONAIS,2362.28,-48.0701390182366%,GASPERINI,Abr
05,FLV NACIONAIS,2362.06,18.8350854762368%,MOTHER CARE KIDS,Jan
05,FLV NACIONAIS,2362,10.7054635901778%,VAREJO TIMBAUVA LTDA,Fev
11,FLV NACIONAIS,2362,13.1419491955969%,SUPERMERCADO BOZA LT,Mar
05,FLV NACIONAIS,2360.01,22.1206308447846%,14 BIS SORVETES,Fev
05,FLV NACIONAIS,2360,20.7305597457627%,REI DA FRUTA,Fev
11,FLV NACIONAIS,2360,20.0110495762712%,ESI EMPREENDIMENTOS,Jan
05,FLV NACIONAIS,2359.5,42.2432502648866%,MUITA CARNE SMO,Mar
11,FLV NACIONAIS,2357,7.26090072125583%,MEGA HORTIFRUTI,Jan
05,FLV NACIONAIS,2356.65,34.8311467549275%,MERCADO FELINI,Fev
05,FLV NACIONAIS,2356,30.5068764855687%,SUPERMERCADO ANSILIE,Fev
05,FLV NACIONAIS,2354.3,40.5546582848405%,MERCADO KAISER,Abr
09,FLV NACIONAIS,2352.22,32.0483266871296%,MERCADO NESPOLO LTDA,Mar
11,FLV NACIONAIS,2352,54.4148818027211%,IRMAO SUPERMECADO,Fev
04,FLV NACIONAIS,2351.84,31.2677847982856%,SUPERMERCADO GOBBI,Fev
13,SEGMENTO ORGANICOS,2351.65,45.2905929879021%,AVALON EVOLUTIVE SCH,Mar
09,FLV NACIONAIS,2350,33.2203557446808%,CRA ALIMENTOS,Fev
04,FLV NACIONAIS,2346.5,29.2088050287663%,BOM GOSTO,Fev
05,FLV NACIONAIS,2345.15,29.0668208856576%,DELSON HENRIQUE,Abr
05,FLV NACIONAIS,2343.8,35.6416426316239%,ARTHURS COMERCIO DE,Fev
24,FLV NACIONAIS,2342.02,28.2092860009735%,AMERICA SUPERMERCADO,Mar
05,FLV NACIONAIS,2341.9,37.2666749220718%,RESTAURANTE BRASIL S,Jan
09,FLV NACIONAIS,2341.9,26.3861193902387%,CELI LOURENCO E CIA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2341.2,45.6338223987699%,DAMM ATACADISTA,Mar
04,SEGMENTO ORGANICOS,2340.4,32.4331571526235%,CLIENTE PADRAO,Abr
05,FLV NACIONAIS,2339.75,32.4867626883214%,VIVA SUPERMERCADO,Mar
04,SEGMENTO ORGANICOS,2339.72,41.767042075974%,DEON E ANDREATTA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,2339.14,50.8141731576562%,SUPERMERCADO LUERSEN,Mar
05,FLV NACIONAIS,2334.5,9.21573088751598%,ECONOMICO 2,Jan
14,ALIMENTOS INDUSTRIALIZADOS,2334.49,50.6416347896114%,SUPER KILOS,Fev
04,FLV NACIONAIS,2334.28,37.5938075123807%,RODRIGO MENUSSI,Fev
14,ALIMENTOS INDUSTRIALIZADOS,2333.62,49.2722148421765%,WINK,Mar
05,FLV NACIONAIS,2333.5,38.8711112063424%,MERCADO AGUA AZUL,Mar
09,FLV NACIONAIS,2333.26,31.1328956052905%,AGROLAR SUPERMERCADO,Jan
05,FLV NACIONAIS,2333.1,29.9947040418328%,SHOPPING DO REAL,Abr
05,FLV NACIONAIS,2332.5,32.3977774919614%,COMERCIO DE ALIMENTO,Fev
21,FLV NACIONAIS,2331.98,27.0356593967358%,COMERCIAL MOREIRA II,Fev
09,FLV NACIONAIS,2330.5,25.6910762636415%,MUFFATO J. K.,Jan
05,FLV NACIONAIS,2330.07,28.7340230121842%,SUPER SEARA,Jan
11,FLV NACIONAIS,2330,15.3820111587983%,PLANALTO,Abr
04,FLV NACIONAIS,2329.85,26.3448913020152%,ADAIR DUARTE,Fev
12,FLV IMPORTADOS,2325,8.67148430107526%,O LHO LHO HORTIFRUTI,Fev
15,FLV NACIONAIS,2323.6,30.0805070237677%,A. ANGELONI & CIA,Abr
14,ALIMENTOS INDUSTRIALIZADOS,2322,41.3009328165375%,J J LIDER SUPERMERCA,Mar
09,FLV NACIONAIS,2320.7,36.2245033826001%,V. MULLER,Jan
11,FLV NACIONAIS,2320,13.6112521551724%,VHC COMERCIO DE FRUT,Jan
09,FLV NACIONAIS,2319.63,37.596170509952%,MERCADO LUCATO,Mar
04,FLV NACIONAIS,2318.8,28.363481542177%,JEAN PAULO DA CUNHA,Jan
05,FLV NACIONAIS,2318,30.5798757549612%,RESTAURANTE LATOSCAN,Fev
21,FLV NACIONAIS,2317.9,28.4536533068726%,ENEIAS VAREJO E ATAC,Jan
05,FLV NACIONAIS,2316.8,28.8966164537293%,MERCADO ZIN,Fev
05,FLV NACIONAIS,2316.73,30.3541530519309%,RESTAURANTE BEM ESTA,Mar
05,FLV NACIONAIS,2315.7,37.3739335837976%,LA BODEGA,Mar
04,FLV NACIONAIS,2314,32.5789351771824%,CHURRASCARIA NADIN,Jan
13,FLV NACIONAIS,2313,23.3115382619974%,ISABELLA HORTIFRUTI,Jan
05,FLV NACIONAIS,2312.51,30.2068220245534%,ELEVA ALIMENTACAO SA,Jan
04,FLV NACIONAIS,2312.45,30.6921031806093%,R2 ELETRONICOS,Abr
05,FLV NACIONAIS,2311.64,19.8062302088561%,MERCADO HUBNER,Mar
04,FLV NACIONAIS,2311.08,34.895208300881%,BRASIL GRILL,Jan
23,FLV NACIONAIS,2310.7,15.0934852228103%,YAMANAKA SUPERM,Abr
04,FLV NACIONAIS,2310.35,25.7053385850629%,AMARANTE SUPER ATACA,Abr
05,FLV NACIONAIS,2310.2,32.9205367500649%,FRUTEIRA VERA CRUZ,Fev
05,FLV NACIONAIS,2310.2,33.2475170980867%,MERCEARIA VITORIA,Jan
04,SEGMENTO ORGANICOS,2310,35.3319246753247%,ORGANICOS IN BOX,Fev
11,FLV NACIONAIS,2310,11.9188311688312%,MORANGO E FRUTAS,Jan
13,FLV NACIONAIS,2309.2,25.0396765113459%,SACOLAO CACHOEIRA,Abr
05,FLV NACIONAIS,2308.95,29.9348184239589%,HORTIFRUTI DEFANTE,Fev
05,FLV NACIONAIS,2308.8,36.7278620928621%,FORNO D ORO,Mar
04,FLV NACIONAIS,2307.05,24.0602314644243%,MAXPAO SUPERMERCADO,Abr
10,FLV NACIONAIS,2306.18,32.1004973592695%,PALMAS HOTEL E SPA,Abr
02,FLV NACIONAIS,2305.1,21.0080976964123%,MERCADO ARAUCARIA,Jan
